Datetime,open,high,low,close,adj close,volume
2025-10-23 13:30:00+00:00,323.0,323.4263000488281,318.5,320.3599853515625,320.3599853515625,1443886
2025-10-23 14:30:00+00:00,320.5508117675781,322.010009765625,318.69000244140625,319.69989013671875,319.69989013671875,752545
2025-10-23 15:30:00+00:00,319.4700012207031,323.1000061035156,319.2099914550781,321.30999755859375,321.30999755859375,656191
2025-10-23 16:30:00+00:00,321.2764892578125,325.1700134277344,321.1600036621094,324.2857971191406,324.2857971191406,581487
2025-10-23 17:30:00+00:00,324.2449951171875,328.3900146484375,323.75,327.2980041503906,327.2980041503906,848360
2025-10-23 18:30:00+00:00,327.3299865722656,327.7900085449219,325.2590026855469,325.8900146484375,325.8900146484375,394276
2025-10-23 19:30:00+00:00,325.8299865722656,326.2300109863281,322.5799865722656,322.7099914550781,322.7099914550781,663085
2025-10-24 13:30:00+00:00,334.989990234375,350.3500061035156,333.0,345.37359619140625,345.37359619140625,4824273
2025-10-24 14:30:00+00:00,345.2699890136719,349.6099853515625,343.30999755859375,348.625,348.625,1529607
2025-10-24 15:30:00+00:00,348.6242980957031,348.6242980957031,344.0,345.6499938964844,345.6499938964844,882169
2025-10-24 16:30:00+00:00,345.864990234375,350.8395080566406,343.7300109863281,350.05999755859375,350.05999755859375,930064
2025-10-24 17:30:00+00:00,350.07000732421875,352.07000732421875,349.3599853515625,349.6199951171875,349.6199951171875,1210073
2025-10-24 18:30:00+00:00,349.69000244140625,355.6499938964844,349.0,355.30999755859375,355.30999755859375,1294303
2025-10-24 19:30:00+00:00,355.42999267578125,356.8800048828125,353.0,354.44000244140625,354.44000244140625,1898048
2025-10-27 13:30:00+00:00,362.82000732421875,363.4999084472656,357.29998779296875,361.5899963378906,361.5899963378906,2614592
2025-10-27 14:30:00+00:00,361.6700134277344,362.876708984375,359.1300048828125,362.0400085449219,362.0400085449219,772124
2025-10-27 15:30:00+00:00,362.0299987792969,369.60528564453125,362.0,367.6099853515625,367.6099853515625,1568337
2025-10-27 16:30:00+00:00,367.6000061035156,370.2300109863281,366.6099853515625,368.21380615234375,368.21380615234375,940675
2025-10-27 17:30:00+00:00,368.05999755859375,373.25,367.8999938964844,371.4800109863281,371.4800109863281,962060
2025-10-27 18:30:00+00:00,371.4849853515625,372.3900146484375,364.8599853515625,365.114990234375,365.114990234375,958599
2025-10-27 19:30:00+00:00,365.25,366.94500732421875,361.010009765625,361.489990234375,361.489990234375,1052729
2025-10-28 13:30:00+00:00,363.2300109863281,368.125,362.0,365.3800048828125,365.3800048828125,1836297
2025-10-28 14:30:00+00:00,365.2550048828125,365.4100036621094,359.70001220703125,360.55120849609375,360.55120849609375,802051
2025-10-28 15:30:00+00:00,360.29998779296875,361.1300048828125,359.1099853515625,360.6600036621094,360.6600036621094,535461
2025-10-28 16:30:00+00:00,360.6600036621094,361.6000061035156,357.2699890136719,357.2699890136719,357.2699890136719,646527
2025-10-28 17:30:00+00:00,357.4751892089844,359.1000061035156,356.7969055175781,357.2449951171875,357.2449951171875,505043
2025-10-28 18:30:00+00:00,357.1000061035156,357.8799133300781,354.4544982910156,354.6700134277344,354.6700134277344,597846
2025-10-28 19:30:00+00:00,354.7300109863281,357.6499938964844,354.07000732421875,355.20001220703125,355.20001220703125,899503
2025-10-29 13:30:00+00:00,357.1000061035156,360.0,347.0400085449219,347.385009765625,347.385009765625,1640659
2025-10-29 14:30:00+00:00,347.3450012207031,352.70989990234375,347.20001220703125,349.4750061035156,349.4750061035156,995710
2025-10-29 15:30:00+00:00,349.25,350.1600036621094,346.3599853515625,349.5799865722656,349.5799865722656,803482
2025-10-29 16:30:00+00:00,349.6050109863281,354.17999267578125,349.46099853515625,350.18499755859375,350.18499755859375,745497
2025-10-29 17:30:00+00:00,350.17999267578125,354.3399963378906,349.92999267578125,351.7349853515625,351.7349853515625,497860
2025-10-29 18:30:00+00:00,351.7449951171875,355.435302734375,345.3299865722656,350.2300109863281,350.2300109863281,1349893
2025-10-29 19:30:00+00:00,350.1600036621094,352.4999084472656,348.07000732421875,348.55999755859375,348.55999755859375,797091
2025-10-30 13:30:00+00:00,343.4700012207031,344.2149963378906,334.07000732421875,337.71380615234375,337.71380615234375,1505966
2025-10-30 14:30:00+00:00,337.7099914550781,339.989990234375,337.1700134277344,339.0,339.0,515732
2025-10-30 15:30:00+00:00,339.010009765625,340.0968933105469,335.5260925292969,338.739990234375,338.739990234375,421690
2025-10-30 16:30:00+00:00,338.6700134277344,340.04998779296875,336.40008544921875,338.3450012207031,338.3450012207031,361812
2025-10-30 17:30:00+00:00,338.1700134277344,338.79998779296875,335.5,337.0450134277344,337.0450134277344,506098
2025-10-30 18:30:00+00:00,337.1300048828125,337.4974060058594,330.6099853515625,333.44000244140625,333.44000244140625,737295
2025-10-30 19:30:00+00:00,333.489990234375,334.19000244140625,328.2099914550781,328.760009765625,328.760009765625,1076443
