Datetime,open,high,low,close,adj close,volume
2025-10-23 13:30:00+00:00,162.5601043701172,167.07989501953125,162.1407012939453,164.6750030517578,164.6750030517578,1516843
2025-10-23 14:30:00+00:00,164.6750030517578,165.87989807128906,164.57000732421875,165.26609802246094,165.26609802246094,459191
2025-10-23 15:30:00+00:00,165.2899932861328,166.72000122070312,164.89500427246094,165.92999267578125,165.92999267578125,539025
2025-10-23 16:30:00+00:00,165.9199981689453,165.94000244140625,164.90499877929688,165.55999755859375,165.55999755859375,516585
2025-10-23 17:30:00+00:00,165.55499267578125,167.27999877929688,165.5301055908203,167.2100067138672,167.2100067138672,593477
2025-10-23 18:30:00+00:00,167.2100067138672,167.61000061035156,166.8000030517578,167.16000366210938,167.16000366210938,495217
2025-10-23 19:30:00+00:00,167.11000061035156,167.66000366210938,166.6699981689453,167.0189971923828,167.0189971923828,1112177
2025-10-24 13:30:00+00:00,168.9499969482422,173.66580200195312,168.8800048828125,172.26499938964844,172.26499938964844,1747025
2025-10-24 14:30:00+00:00,172.33999633789062,172.7899932861328,171.22000122070312,171.51220703125,171.51220703125,638423
2025-10-24 15:30:00+00:00,171.49000549316406,172.6378936767578,171.42010498046875,172.36500549316406,172.36500549316406,534532
2025-10-24 16:30:00+00:00,172.36380004882812,174.74000549316406,172.34500122070312,174.7100067138672,174.7100067138672,1153758
2025-10-24 17:30:00+00:00,174.6750030517578,174.7198944091797,173.13999938964844,173.21719360351562,173.21719360351562,598240
2025-10-24 18:30:00+00:00,173.25,173.66990661621094,172.25,173.2899932861328,173.2899932861328,757019
2025-10-24 19:30:00+00:00,173.27999877929688,173.4250030517578,172.52000427246094,173.0,173.0,1441748
2025-10-27 13:30:00+00:00,175.02000427246094,176.86000061035156,172.6501007080078,173.13999938964844,173.13999938964844,2171108
2025-10-27 14:30:00+00:00,173.02999877929688,174.6300048828125,172.84039306640625,174.6300048828125,174.6300048828125,869864
2025-10-27 15:30:00+00:00,174.5491943359375,174.80499267578125,174.22999572753906,174.60499572753906,174.60499572753906,709613
2025-10-27 16:30:00+00:00,174.61000061035156,175.0800018310547,174.10000610351562,174.5500030517578,174.5500030517578,1003694
2025-10-27 17:30:00+00:00,174.52999877929688,175.52000427246094,174.1999969482422,175.4149932861328,175.4149932861328,777201
2025-10-27 18:30:00+00:00,175.41000366210938,175.84500122070312,174.83999633789062,175.46009826660156,175.46009826660156,1100377
2025-10-27 19:30:00+00:00,175.47000122070312,175.77999877929688,175.02000427246094,175.1199951171875,175.1199951171875,1307053
