Datetime,open,high,low,close,adj close,volume,SMA_8,SMA_40,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_40_2.0_2.0,BBM_40_2.0_2.0,BBU_40_2.0_2.0,BBB_40_2.0_2.0,BBP_40_2.0_2.0,OBV,ATRr_14,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,CCI_20_0.015,ADX_14,ADXR_14_2,DMP_14,DMN_14,AROOND_14,AROONU_14,AROONOSC_14,WILLR_14
2025-10-30 17:30:00+00:00,2.5799999237060547,2.5799999237060547,2.5399999618530273,2.5450000762939453,2.5450000762939453,2650140,2.6124999821186066,2.697364985942841,27.97326891745272,-0.039840603853621204,-0.01401303481023887,-0.025827569043382334,2.5831086864638517,2.697364985942841,2.8116212854218303,8.471697384256805,-0.16676809219133795,-35906292.0,0.04410526725812219,22.647521982188472,24.380547582870033,-4022.209501028718,20.57461724562028,17.92264878989614,9.115665935736468,32.81187794951617,71.42857142857143,7.14285714285714,-64.28571428571429,-92.49994933606402
2025-10-30 18:30:00+00:00,2.5399999618530273,2.569999933242798,2.5299999713897705,2.5450000762939453,2.5450000762939453,2811115,2.594999998807907,2.6913649857044226,27.973268917452724,-0.04316443931602132,-0.013869496218111187,-0.029294943097910132,2.5709483802138777,2.6913649857044226,2.8117815911949675,8.948366804959955,-0.10774387724278556,-35906292.0,0.04381203115775827,17.890919091551915,23.180822702353915,-3469.0153988578318,23.265960712185276,20.537887620745984,8.521257020090859,32.302485664425525,100.0,0.0,-100.0,-92.10521032276846
2025-10-30 19:30:00+00:00,2.549999952316284,2.549999952316284,2.5199999809265137,2.5350000858306885,2.5350000858306885,2569566,2.576875001192093,2.6849899888038635,26.884732054433112,-0.04607440150367692,-0.01342356672461343,-0.03265083477906349,2.559119868917269,2.6849899888038635,2.810860108690458,9.375835322400457,-0.09581218762765928,-38475858.0,0.04282545546004486,14.733265519603734,18.423902197781374,-3057.7615750192303,25.88801170500578,23.23131447531303,8.094917783968942,32.35406148319076,100.0,28.57142857142857,-71.42857142857143,-92.49994933606402
2025-10-31 13:30:00+00:00,2.549999952316284,2.559999942779541,2.490000009536743,2.490600109100342,2.490600109100342,6017871,2.5544500052928925,2.67825499176979,22.66714067848383,-0.05137110048954696,-0.01497621256838677,-0.03639488792116019,2.5405751079020678,2.67825499176979,2.8159348756375127,10.281312592774718,-0.18148983496289123,-44493729.0,0.04476648958738436,9.679833906131542,14.101339505762397,-2760.1817273037977,28.658840551556185,25.96240063187073,7.19086416017254,33.52706274528565,100.0,21.42857142857143,-78.57142857142857,-99.7390871678985
2025-10-31 14:30:00+00:00,2.5,2.549999952316284,2.490000009536743,2.5299999713897705,2.5299999713897705,4688732,2.550700008869171,2.671879988908768,32.74927347253081,-0.05179250127317081,-0.012318090681608496,-0.039474410591562314,2.5309024580147383,2.671879988908768,2.8128575198027974,10.552684363013375,-0.003200817248126652,-39804997.0,0.04585459338682412,17.891851272472355,14.101650232735876,-2590.3619800333286,31.231753051924414,28.559882378465097,6.518832876892142,30.393748793100503,100.0,14.28571428571429,-85.71428571428571,-82.60871368004229
2025-10-31 15:30:00+00:00,2.5350000858306885,2.549999952316284,2.5199999809265137,2.546999931335449,2.546999931335449,2304948,2.5440750122070312,2.665804988145829,36.59058866723996,-0.05017630848663224,-0.008561518316055935,-0.0416147901705763,2.524766913084463,2.665804988145829,2.8068430632071943,10.58127475104344,0.07881920623672875,-37500049.0,0.044722120387034575,34.4995340468316,20.6904064084785,-2541.471685370219,33.62088608798063,31.13986331976841,6.206505374101352,28.937536639748696,92.85714285714286,7.14285714285714,-85.71428571428572,-75.21742736008459
2025-10-31 16:30:00+00:00,2.54010009765625,2.5973000526428223,2.5399999618530273,2.569999933242798,2.569999933242798,3016527,2.541575014591217,2.6613049864768983,41.46231790241691,-0.046503492806716284,-0.003910962108911981,-0.042592530697804304,2.5198023329042685,2.6613049864768983,2.802807640049528,10.634080219415553,0.17737335332995785,-34483522.0,0.0456205468443746,64.43298479072395,38.94145670334264,-2640.0411906417853,33.628315483275415,32.430034267599915,13.055081950006835,26.341558663442193,85.71428571428572,0.0,-85.71428571428572,-61.904805155289935
2025-10-31 17:30:00+00:00,2.569999933242798,2.5999999046325684,2.559999942779541,2.5799999237060547,2.5799999237060547,2832790,2.542825013399124,2.657579982280731,43.49501461786952,-0.042298256293397785,0.00023541952352521683,-0.042533675816923,2.5155445518256663,2.657579982280731,2.799615412735796,10.689080396607311,0.22689892118424598,-31650732.0,0.0452190764878498,84.23074657985785,61.05442180580446,-2825.992440226792,33.52610923250589,33.57349766024326,12.656699665885165,24.677281295049816,78.57142857142857,0.0,-78.57142857142857,-56.772370925297786
2025-10-31 18:30:00+00:00,2.5799999237060547,2.5899999141693115,2.569999933242798,2.5850000381469727,2.5850000381469727,2900040,2.5478250086307526,2.6548299849033357,44.53216872484958,-0.03812265438262319,0.0035288171474398555,-0.041651471530063044,2.5115131527082104,2.6548299849033357,2.798146817098461,10.796686266924436,0.2563791158135221,-28750692.0,0.04341771251918293,96.60011741055902,81.75461626038027,-3101.593090113739,33.4312034282199,33.52975945574766,12.240280883504603,23.865372685331806,71.42857142857143,0.0,-71.42857142857143,-50.0
2025-10-31 19:30:00+00:00,2.5850000381469727,2.5899999141693115,2.559999942779541,2.5799999237060547,2.5799999237060547,1619658,2.5521999895572662,2.651334983110428,43.668963438822075,-0.034815594728355936,0.0054687014413656865,-0.04028429616972162,2.507700100697078,2.651334983110428,2.794969865523778,10.834910211522494,0.25167919447628834,-30370350.0,0.042459302438510614,98.68403966950169,93.17163455330618,-3368.8586194067993,33.569595397489984,33.54785231499794,11.622566360433703,24.34318008630542,64.28571428571428,0.0,-64.28571428571428,-47.05889777737886
2025-11-03 14:30:00+00:00,2.5899999141693115,2.640000104904175,2.5199999809265137,2.5250000953674316,2.5250000953674316,8978673,2.550949990749359,2.647334986925125,35.51424600651407,-0.03621528535412377,0.0032552086524782822,-0.039470494006602054,2.4987211437732153,2.647334986925125,2.7959488300770348,11.227430142833903,0.08841353886311447,-39349023.0,0.04799793254844994,84.9361760350674,93.4067777050427,-3751.9014853321273,31.752829162645302,32.5920162954326,16.987602913499444,19.996185307211913,57.14285714285714,0.0,-57.14285714285714,-76.66662428116844
2025-11-03 15:30:00+00:00,2.5199999809265137,2.5899999141693115,2.5199999809265137,2.579900026321411,2.579900026321411,5432398,2.562112480401993,2.644707489013672,46.29493314707853,-0.03251971758762284,0.005560621135183373,-0.038080338722806216,2.495112514337748,2.644707489013672,2.794302463689596,11.312780358308324,0.2833902414414085,-33916625.0,0.049569504026617646,84.93617603506742,89.51879724654549,-4390.340099013891,30.065831944575237,31.81771367103261,15.274159584741202,17.979283305810128,50.0,92.85714285714286,42.85714285714286,-40.06669358145803
2025-11-03 16:30:00+00:00,2.5766000747680664,2.5899999141693115,2.569999933242798,2.5799999237060547,2.5799999237060547,3683295,2.5683624744415283,2.64133248925209,46.31252139878658,-0.02924576564201553,0.007067658464632545,-0.036313424106648076,2.492152742428134,2.64133248925209,2.7905122360760464,11.29579463630475,0.2944340071229215,-30233330.0,0.04745739523375307,86.25213636556572,85.37482947856685,-5445.446858715893,28.49933452779589,30.126081845220597,14.814392239529209,17.438089054927442,42.85714285714286,85.71428571428572,42.85714285714286,-40.000095367371
2025-11-03 17:30:00+00:00,2.5899999141693115,2.5999999046325684,2.5799999237060547,2.5899999141693115,2.5899999141693115,2715844,2.573737472295761,2.638457489013672,48.14332691501401,-0.025549698460871628,0.00861098051662116,-0.03416067897749279,2.489880241416776,2.638457489013672,2.787034736610568,11.262432555048525,0.33692801008189854,-27517486.0,0.04549615135466454,99.99999999999999,90.39610413354437,-6369.553454272808,26.67514366849601,28.37048780653562,15.919171778508748,16.890557117496183,35.71428571428571,78.57142857142857,42.85714285714286,-33.33343929707889
2025-11-03 18:30:00+00:00,2.5799999237060547,2.5899999141693115,2.5799999237060547,2.5799999237060547,2.5799999237060547,795150,2.574987471103668,2.6358324885368347,46.43792520055324,-0.02316047471247673,0.008800163412012847,-0.03196063812448958,2.4869189368648232,2.6358324885368347,2.784746040208846,11.299166568409225,0.3125336337630518,-28312636.0,0.04296071129099256,97.76863289946252,94.6735897550094,-7573.194869009681,24.981252156288974,26.740293342042435,15.654501906797018,16.609737132158596,28.57142857142857,71.42857142857143,42.85714285714286,-40.000095367371
2025-11-03 19:30:00+00:00,2.5799999237060547,2.5899999141693115,2.569999933242798,2.569999933242798,2.569999933242798,1052842,2.573737472295761,2.6328324854373935,44.731494377211376,-0.021822358767498606,0.008110623485592779,-0.029932982253091385,2.48356128281392,2.6328324854373935,2.7821036880608667,11.33921002943526,0.2895355866024388,-29365478.0,0.041320659122101214,93.30455220056206,97.02439503334152,-9057.839959734718,23.772780482742697,25.223962075619355,15.113301561649235,17.76409016723057,21.42857142857143,64.28571428571428,42.85714285714285,-46.66675143766312
2025-11-03 20:30:00+00:00,2.569999933242798,2.5899999141693115,2.559999942779541,2.583400011062622,2.583400011062622,1016103,2.5735374689102173,2.6295424878597258,47.51470418935637,-0.01945633740312802,0.008381315879970694,-0.027837653283098715,2.4819089963640035,2.6295424878597258,2.777175979355448,11.228834839317328,0.34372625638796633,-28349375.0,0.04051203856979188,92.48205503945996,94.51841337982817,-9164.324241809016,23.002529562975734,23.991890859632356,14.313921372999276,18.58758624374889,14.28571428571429,57.14285714285714,42.85714285714285,-37.73337190413672
2025-11-04 14:30:00+00:00,2.549999952316284,2.609999895095825,2.5299999713897705,2.5799999237060547,2.5799999237060547,4384405,2.5735374689102173,2.626292484998703,46.86975083229577,-0.017652124358026988,0.008148423140057384,-0.025800547498084372,2.480209925383907,2.626292484998703,2.7723750446134985,11.124622291630843,0.3415534290516378,-32733780.0,0.043332601793810654,91.95569908484349,92.58076877495517,-9431.600775757206,23.20449425951296,23.48863737112783,12.426396605806845,21.081497481772892,7.14285714285714,50.0,42.85714285714286,-40.000095367371
2025-11-04 15:30:00+00:00,2.5799999237060547,2.5899999141693115,2.559999942779541,2.566200017929077,2.566200017929077,1843618,2.578687459230423,2.6224474847316745,44.244731130275035,-0.017138250503099695,0.0069298375959877465,-0.02406808809908744,2.478401639655249,2.6224474847316745,2.7664933298081,10.985603785401565,0.30475845459910855,-34577398.0,0.04238027105066493,86.1297837209926,90.18917928176535,-9892.053013030492,23.392032906297523,23.197281234636627,11.798103650788091,20.01559263669061,0.0,42.85714285714286,42.85714285714286,-61.50000894068748
2025-11-04 16:30:00+00:00,2.5657999515533447,2.5799999237060547,2.5399999618530273,2.549999952316284,2.549999952316284,4100119,2.574949949979782,2.618322485685349,41.319121747250065,-0.017832648010338126,0.004988352070999451,-0.022821000081337577,2.475707054600299,2.618322485685349,2.760937916770399,10.893649034047101,0.2604658456337733,-38677517.0,0.042210248965119386,68.94039963434442,82.3419608133935,-10044.593414961806,24.108765012695837,23.656629636104398,10.999530768777062,22.045133596174495,42.85714285714286,35.71428571428571,-7.142857142857153,-75.00004967048599
2025-11-04 17:30:00+00:00,2.559999942779541,2.5799999237060547,2.5299999713897705,2.5387001037597656,2.5387001037597656,3573378,2.569787472486496,2.6134149909019473,39.36391109340648,-0.019074883001881204,0.002996893663565099,-0.022071776665446304,2.4737929416643802,2.6134149909019473,2.7530370401395143,10.685027041142087,0.2324387961995379,-42250895.0,0.042766656347345444,48.52563720351024,67.86527351961576,-9854.57015986132,25.022836824044962,24.207434865171244,10.080986521702734,21.8743494292174,35.71428571428571,28.57142857142857,-7.142857142857139,-84.41658040558933
2025-11-04 18:30:00+00:00,2.5299999713897705,2.5399999618530273,2.5199999809265137,2.5299999713897705,2.5299999713897705,1804248,2.5622874796390533,2.609164988994598,37.877754347983554,-0.020524794104521238,0.0012375860487400525,-0.02176238015326129,2.470007015693834,2.609164988994598,2.748322962295362,10.666858852370725,0.21555701866350435,-44055143.0,0.04114046524585746,31.720569523021002,49.72886878695856,-9261.393489664028,26.111764957608663,25.11026498515225,9.730940291391912,22.850967931399364,100.0,21.42857142857143,-78.57142857142857,-91.66668322349534
2025-11-04 19:30:00+00:00,2.5350000858306885,2.5399999618530273,2.5199999809265137,2.5299999713897705,2.5299999713897705,1242912,2.556037485599518,2.6049199879169462,37.877754347983554,-0.021426863554116604,0.00026841327931575315,-0.021695276833432357,2.466748867424348,2.6049199879169462,2.7430911084095446,10.608473283902166,0.22888684603527887,-44055143.0,0.039630430651618614,22.63738702753073,34.29453125135399,-9100.010460715892,27.12291251020353,26.072874667124246,9.380173923857992,22.027270449356287,100.0,14.28571428571429,-85.71428571428571,-91.66668322349534
2025-11-04 20:30:00+00:00,2.5299999713897705,2.5399999618530273,2.509999990463257,2.509999990463257,2.509999990463257,1385404,2.548537492752075,2.600044989585876,34.413800483034976,-0.023484872415554303,-0.0014316764656975567,-0.022053195949856746,2.462602056433391,2.600044989585876,2.737487922738361,10.572350378781442,0.172427686686811,-45440547.0,0.03894254070434375,12.476539180185505,22.278165243579075,-9307.714622119616,28.310161668058846,27.210963312833755,8.864030586111074,22.649385676758424,100.0,7.14285714285714,-92.85714285714286,-100.0
