Price,Close,High,Low,Open,Volume
Ticker,TDOC,TDOC,TDOC,TDOC,TDOC
Date,,,,,
2019-01-02,48.18000030517578,49.09299850463867,47.25,48.189998626708984,1410100
2019-01-03,46.22999954223633,48.40999984741211,46.0,47.72999954223633,1015000
2019-01-04,49.439998626708984,50.810001373291016,47.25,47.7599983215332,1602200
2019-01-07,52.130001068115234,52.25,48.45000076293945,48.75,1770900
2019-01-08,53.779998779296875,55.15999984741211,52.75,53.880001068115234,2027500
2019-01-09,55.06999969482422,55.7599983215332,53.93000030517578,54.41999816894531,1634600
2019-01-10,55.54999923706055,55.84000015258789,53.400001525878906,54.529998779296875,822600
2019-01-11,55.470001220703125,55.970001220703125,54.47999954223633,54.630001068115234,753700
2019-01-14,57.130001068115234,57.939998626708984,55.279998779296875,56.0,1807500
2019-01-15,59.2400016784668,59.630001068115234,57.0,57.0,1452300
2019-01-16,60.43000030517578,61.68000030517578,59.5,60.0,1399500
2019-01-17,63.290000915527344,63.542999267578125,59.900001525878906,59.900001525878906,1958800
2019-01-18,62.380001068115234,64.27999877929688,61.5099983215332,64.16999816894531,1793900
2019-01-22,60.47999954223633,62.040000915527344,59.779998779296875,60.93000030517578,1149700
2019-01-23,60.16999816894531,61.349998474121094,58.86000061035156,60.939998626708984,1565400
2019-01-24,61.029998779296875,61.47999954223633,59.48099899291992,59.88999938964844,780800
2019-01-25,63.0,63.2400016784668,61.08000183105469,61.599998474121094,906900
2019-01-28,62.040000915527344,62.5099983215332,60.54999923706055,62.08000183105469,601100
2019-01-29,60.7599983215332,62.650001525878906,60.2400016784668,62.130001068115234,956800
2019-01-30,62.06999969482422,62.49100112915039,60.29999923706055,61.45000076293945,703400
2019-01-31,64.19999694824219,64.56999969482422,62.11000061035156,62.529998779296875,1098000
2019-02-01,63.20000076293945,64.5199966430664,63.12699890136719,64.5,1167500
2019-02-04,64.41999816894531,65.7300033569336,63.25,63.380001068115234,1181800
2019-02-05,63.81999969482422,65.31099700927734,63.33000183105469,64.75,1092800
2019-02-06,64.0,64.9800033569336,62.88999938964844,63.959999084472656,1086700
2019-02-07,62.25,63.650001525878906,60.56999969482422,63.150001525878906,1050600
2019-02-08,62.59000015258789,62.66999816894531,61.689998626708984,61.689998626708984,703000
2019-02-11,63.56999969482422,64.37999725341797,62.40999984741211,63.2400016784668,728800
2019-02-12,65.7699966430664,65.83499908447266,64.0,64.05000305175781,758100
2019-02-13,66.6500015258789,67.25,64.91999816894531,66.13999938964844,938100
2019-02-14,66.58000183105469,67.25,66.08999633789062,66.23999786376953,746400
2019-02-15,69.43000030517578,69.5199966430664,66.79900360107422,67.20999908447266,1444100
2019-02-19,69.98999786376953,70.05000305175781,68.8239974975586,69.45999908447266,1038300
2019-02-20,69.5,70.91999816894531,68.61000061035156,69.83000183105469,922900
2019-02-21,68.25,69.81099700927734,67.16999816894531,69.7300033569336,1078900
2019-02-22,69.1500015258789,69.26000213623047,67.8499984741211,68.47000122070312,814800
2019-02-25,69.9800033569336,70.6780014038086,69.19999694824219,70.0,827600
2019-02-26,67.41000366210938,69.9800033569336,67.23999786376953,69.52999877929688,1242700
2019-02-27,68.98999786376953,69.33999633789062,67.5,67.73999786376953,2943700
2019-02-28,64.36000061035156,70.29000091552734,62.0,65.87000274658203,5338100
2019-03-01,67.55000305175781,68.02999877929688,64.54000091552734,64.73999786376953,1831700
2019-03-04,63.130001068115234,67.55999755859375,62.29999923706055,67.55000305175781,2672600
2019-03-05,63.75,64.41300201416016,61.88999938964844,63.70000076293945,1684600
2019-03-06,60.15999984741211,63.68600082397461,60.13999938964844,63.400001525878906,1660000
2019-03-07,59.31999969482422,61.560001373291016,59.029998779296875,60.15999984741211,1611400
2019-03-08,58.91999816894531,59.279998779296875,57.58000183105469,57.650001525878906,926800
2019-03-11,58.7400016784668,59.68000030517578,58.599998474121094,59.400001525878906,1257900
2019-03-12,58.09000015258789,59.220001220703125,57.97999954223633,59.0,2129000
2019-03-13,60.150001525878906,60.99599838256836,58.13999938964844,58.56999969482422,2205500
2019-03-14,60.939998626708984,61.40999984741211,59.45000076293945,60.0,1437700
2019-03-15,62.86000061035156,63.279998779296875,60.56999969482422,61.0,1968200
2019-03-18,63.099998474121094,63.77000045776367,62.08000183105469,62.849998474121094,1416900
