datetime,adj close,close,high,low,open,volume,SMA_8,SMA_40,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_40_2.0_2.0,BBM_40_2.0_2.0,BBU_40_2.0_2.0,BBB_40_2.0_2.0,BBP_40_2.0_2.0,OBV,ATRr_14,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,CCI_20_0.015,ADX_14,ADXR_14_2,DMP_14,DMN_14,AROOND_14,AROONU_14,AROONOSC_14,WILLR_14,Target
2022-12-12 18:30:00+00:00,22.81999969482422,22.81999969482422,22.8700008392334,22.690000534057617,22.739999771118164,172442,22.76143765449524,23.821395063400278,40.1342756652973,-0.4108235947566037,-0.03689645396079111,-0.3739271407958126,21.42053752873164,23.821395063400278,26.222252598068916,20.157153082586415,0.29145048089780357,-5178534.0,0.5763141590013655,39.46511724203796,33.97531218755412,-2293.3982082831376,48.94797871667123,49.77518442871078,12.038286958969499,27.351731797080458,71.42857142857143,7.14285714285714,-64.28571428571429,-77.30498372666203,1
2022-12-12 19:30:00+00:00,22.8700008392334,22.8700008392334,22.989999771118164,22.76000022888184,22.809999465942383,310676,22.752687692642212,23.732645082473763,40.83318120522819,-0.39204066185239483,-0.014490816845265764,-0.37754984500712907,21.467242409613547,23.732645082473763,25.998047755333978,19.091025589332094,0.3096046558135246,-4867858.0,0.5515774006610055,39.679010852964176,38.62656922837028,-2378.0479839465074,47.83647451170249,48.779592723319794,13.247759357126657,26.52748996844198,64.28571428571428,0.0,-64.28571428571428,-75.09023754405149,0
2022-12-12 20:30:00+00:00,22.690000534057617,22.690000534057617,22.950000762939453,22.670000076293945,22.88999938964844,496086,22.731525182724,23.645895099639898,39.065080702625266,-0.387215987632608,-0.007732914100383126,-0.3794830735322249,21.49918588275604,23.645895099639898,25.792604316523754,18.15714066088831,0.27735816335436236,-5363944.0,0.5321790639456129,50.221411889885324,43.12184666162915,-2308.7971549906442,46.951574503835644,47.94977661025344,12.7442573992948,26.740909916726448,57.14285714285714,0.0,-57.14285714285714,-78.83816343683668,0
2022-12-13 14:30:00+00:00,22.450000762939453,22.450000762939453,23.700000762939453,22.440000534057617,23.549999237060547,1192370,22.710275173187256,23.55678262710572,36.77838361077114,-0.39816853529738694,-0.014948369412129625,-0.3832201658852573,21.520351639690492,23.55678262710572,25.593213614520945,17.289551121229923,0.22825451218185727,-6556314.0,0.584166290012486,50.018337575151484,46.639586772666995,-2370.81931211104,44.02735825824677,45.93191638497463,20.020233114463334,22.581694035184917,50.0,0.0,-50.0,-84.30229270050737,0
2022-12-13 15:30:00+00:00,22.02300071716309,22.02300071716309,22.600000381469727,22.020000457763672,22.46999931335449,751193,22.669400215148926,23.46790766716004,33.06945304579853,-0.4362747397086757,-0.04244365905873465,-0.39383108064994105,21.483740351283465,23.46790766716004,25.452074983036617,16.909622655905814,0.13589084992093692,-7307507.0,0.5838686924191695,35.424196557932696,45.22131534098983,-2422.8921515783404,42.089918139855875,44.52074632184576,18.587092702379337,26.148906618991735,100.0,0.0,-100.0,-99.83144598556395,0
2022-12-13 16:30:00+00:00,21.790000915527344,21.790000915527344,22.26000022888184,21.57999992370605,22.020000457763672,862776,22.542875289916992,23.374657678604134,31.219364814949202,-0.4797451149225509,-0.06873122741808785,-0.41101388750446305,21.436076827836725,23.374657678604134,25.313238529371542,16.587030941136547,0.09128432470343285,-8170283.0,0.5907352361874993,13.871455661418544,33.104663264834244,-2540.996225721791,40.97709725728795,42.50222775776736,17.04639311356259,29.34493054124021,100.0,0.0,-100.0,-90.09429675993763,0
2022-12-13 17:30:00+00:00,21.655000686645508,21.655000686645508,21.88999938964844,21.6200008392334,21.790000915527344,458452,22.37850046157837,23.277782678604133,30.166309351308485,-0.5191051694320059,-0.08647302554203429,-0.4326321438899716,21.394584109786745,23.277782678604133,25.16098124742152,16.180222960396804,0.06914209185659569,-8628735.0,0.5678254729180382,0.40702070251435696,16.567557640621864,-2851.324131516081,39.943763580617734,41.016840860236805,16.462881684372853,28.34043051325663,92.85714285714286,78.57142857142857,-14.285714285714292,-96.46222956371201,1
2022-12-13 18:30:00+00:00,21.65999984741211,21.65999984741211,21.850000381469727,21.575000762939453,21.65999984741211,416889,22.244750499725342,23.18078265190125,30.260120759673953,-0.5436282970984045,-0.08879692256674632,-0.45483137453165823,21.377623344299035,23.18078265190125,24.983941959503465,15.557363482326794,0.07830048679630242,-8211846.0,0.5469093404617693,0.2893915657615045,4.855955976564802,-3252.523280804001,39.05525047713394,40.016173867210945,15.86712297866289,27.907016153215547,100.0,71.42857142857143,-28.57142857142857,-96.00004308363971,0
2022-12-13 19:30:00+00:00,21.13999938964844,21.13999938964844,21.76000022888184,21.06999969482422,21.65999984741211,927907,22.03475046157837,23.102907657623295,26.302144962063124,-0.5981278974894266,-0.11463721836621471,-0.4834906791232119,21.222665893572245,23.102907657623295,24.983149421674344,16.277100630929667,-0.021982945359562616,-9139753.0,0.5571301400043301,0.2893915657615045,0.3286012780124553,-3153.4078623619152,38.95783428750284,39.45079893406029,14.453778714813714,31.940408414714476,100.0,64.28571428571428,-35.71428571428572,-97.33841572640931,0
2022-12-13 20:30:00+00:00,21.020000457763672,21.020000457763672,21.15999984741211,20.825000762939453,21.148399353027344,1402066,21.803500413894653,23.009657669067384,25.47408939049967,-0.6435833066357155,-0.1280741020100029,-0.5155092046257126,21.09488298340607,23.009657669067384,24.924432354728697,16.64322618963086,-0.01955387393700978,-10541819.0,0.541263636037782,0.2893915657615045,0.2893915657615045,-2721.1352340263084,39.17177154417456,39.11351101065425,13.810586510247381,33.773529855480675,100.0,57.14285714285714,-42.85714285714286,-93.21740191915761,1
2022-12-14 14:30:00+00:00,21.81999969482422,21.81999969482422,21.989999771118164,21.01000022888184,21.190000534057617,1536541,21.69475030899048,22.947312641143796,39.21360908960827,-0.608044633276716,-0.07402834292080274,-0.5340162903559132,21.044385042293683,22.947312641143796,24.85024023999391,16.585189112194552,0.2037951031345644,-9005278.0,0.5726019150519637,29.551527394686424,10.043436842069811,-2644.4030026582363,37.34560277286571,38.151718530184276,22.526080485963178,29.62088880681947,92.85714285714286,50.0,-42.85714285714286,-65.39134149966033,0
