Datetime,open,high,low,close,volume,ret_1h,ret_vol,hour_sin,hour_cos,day_sin,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,ATRr_14,macro_DXY_ret,macro_BITCOIN_ret,macro_SP500_ret,macro_US10Y_ret,macro_US10Y_level,macro_VIX_ret,macro_VIX_level,macro_NASDAQ_ret,Target
2022-12-28 19:30:00+00:00,82.20500183105469,82.3499984741211,81.83000183105469,81.94999694824219,5851212,-0.0030413626433273278,0.20360909196939403,-0.9659258262890684,0.2588190451025203,0.9749279121818236,40.01112527325901,-0.807835489982935,-0.16093768836781897,-0.646897801615116,81.43060361372636,83.64158554077149,85.85256746781661,5.286800609410666,0.11745761649213722,0.7752709598586054,-1.9351573102066588e-05,-0.0001764089790390333,-0.003444804613221497,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,-0.00310535128607603,2
2022-12-28 20:30:00+00:00,81.94000244140625,82.08999633789062,81.80999755859375,81.83000183105469,5754511,-0.001464247976278532,-0.016526661484834282,-0.8660254037844386,0.5000000000000001,0.9749279121818236,39.12550767437108,-0.8300709552371615,-0.14653852289763636,-0.6835324323395251,81.18876942375445,83.51909065246582,85.84941188117719,5.580331898986184,0.13758455259295474,0.7398943755327675,-1.9351573102066588e-05,-0.0001764089790390333,-0.0009612723919731891,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,-0.00032780677864274743,2
2022-12-29 14:30:00+00:00,82.87000274658203,83.86000061035156,82.55000305175781,83.47530364990234,14795015,0.02010633975353593,1.5710290587679823,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,54.120619389781645,-0.7067832577905193,-0.01860066036079533,-0.688182597429724,81.17428161303658,83.48428573608399,85.7942898591314,5.533985474463885,0.49805582897189876,0.8320446900873466,-1.9351573102066588e-05,-0.0001764089790390333,0.014567254495449156,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,0.020740816655673955,1
2022-12-29 15:30:00+00:00,83.4800033569336,83.87000274658203,83.36000061035156,83.58979797363281,6554032,0.0013715951751509525,-0.5570107904588133,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,54.95221249673116,-0.5930023720542295,0.0761441803003956,-0.6691465523546251,81.18615268519437,83.43128051757813,85.67640834996189,5.381980999106762,0.5353025457544608,0.8090416505261411,-1.9351573102066588e-05,-0.0001764089790390333,0.0015085062105664182,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,0.003164465377496928,1
2022-12-29 16:30:00+00:00,83.58999633789062,84.1050033569336,83.58619689941406,83.77989959716797,6100127,0.0022742203970287367,-0.0692558412897587,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,56.36638088195705,-0.4819351397901812,0.14976913005155512,-0.6317042698417363,81.20331044052439,83.39227561950683,85.58124079848928,5.249803204723694,0.5885404622656734,0.7883105653113833,-1.9351573102066588e-05,-0.0001764089790390333,0.0024141281146181637,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,0.0022154299011427625,0
2022-12-29 17:30:00+00:00,83.78500366210938,83.83000183105469,83.44000244140625,83.69979858398438,4610841,-0.0009560886748340991,-0.24414016298349195,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,55.57471528634172,-0.39581433904191954,0.1887119446398534,-0.584526283681773,81.25187630702344,83.33341560363769,85.41495490025194,4.995689379911577,0.5880077020267235,0.7598597670497443,-1.9351573102066588e-05,-0.0001764089790390333,-0.0005450085026902363,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,-0.000963247810777168,2
2022-12-29 18:30:00+00:00,83.69170379638672,84.19000244140625,83.61000061035156,84.05169677734375,4761621,0.004204289607773415,0.03270119268914273,-1.0,-1.8369701987210297e-16,0.43388373911755823,58.34277627417001,-0.2957584217313922,0.23101428956030468,-0.5267727112916969,81.3707855662292,83.27100028991698,85.17121501360477,4.563929139969447,0.7054232286737717,0.747012771621526,-1.9351573102066588e-05,-0.0001764089790390333,7.011254394551081e-05,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,0.0005165897578900402,0
2022-12-29 19:30:00+00:00,84.052001953125,84.41999816894531,83.9218978881836,84.33000183105469,5116913,0.003311117614296144,0.07461576635351697,-0.9659258262890684,0.2588190451025203,0.43388373911755823,60.44204486183585,-0.19179559423501757,0.2679816936453435,-0.4597772878803611,81.4910226703105,83.2245002746582,84.9579778790059,4.165786754205457,0.8188681392894276,0.7292333079886827,-1.9351573102066588e-05,-0.0001764089790390333,-0.00047775876687650154,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,0.00044754209267594547,0
2022-12-29 20:30:00+00:00,84.32499694824219,84.55000305175781,84.08999633789062,84.13999938964844,6249070,-0.002253082382079108,0.2212578169689421,-0.8660254037844386,0.5000000000000001,0.43388373911755823,58.282613163073634,-0.12331442164507678,0.2691702929882275,-0.39248471463330425,81.50255485997145,83.21650009155273,84.93044532313401,4.119243730980364,0.7694074702852932,0.7100028369800045,-1.9351573102066588e-05,-0.0001764089790390333,-0.0002519626993734425,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,-0.0007130268249559979,0
2022-12-30 14:30:00+00:00,83.12000274658203,83.4000015258789,82.47000122070312,82.93990325927734,11539818,-0.014263086986886053,0.846645660874338,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,46.88791592389502,-0.16398995298858665,0.1827958093157741,-0.34678576230436076,81.52932287551116,83.13949508666991,84.74966729782867,3.8734231173287945,0.43802158986182876,0.7785739321203837,-1.9351573102066588e-05,-0.0001764089790390333,-0.006643773493846927,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,-0.00878308806906769,2
2022-12-30 15:30:00+00:00,82.94000244140625,83.43000030517578,82.69000244140625,82.768798828125,9251913,-0.002062992895198512,-0.19826179234369212,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,45.521416517791934,-0.20763877173439482,0.11131759245597272,-0.31895636419036755,81.51585291013453,83.0759349822998,84.63601705446507,3.755797807145148,0.40156410369214807,0.7758184986667515,-1.9351573102066588e-05,-0.0001764089790390333,-0.0025084453526613704,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,-0.0013148180368958151,2
2022-12-30 16:30:00+00:00,82.75,83.11000061035156,82.69999694824219,83.07499694824219,5062020,0.00369943897280689,-0.4528677474593633,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,48.41854687590429,-0.21504424952607337,0.08312969173143536,-0.29817394125750873,81.50918646665349,83.04968490600587,84.59018334535824,3.7098236822834054,0.5082155364749879,0.7496888674840818,-1.9351573102066588e-05,-0.0001764089790390333,0.00233901970260475,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,0.002244725563559369,2
2022-12-30 17:30:00+00:00,83.07319641113281,83.16500091552734,82.4800033569336,82.74500274658203,5493371,-0.003972244523412383,0.08521321527769543,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,45.603846460187356,-0.24471993910182732,0.042763201724545175,-0.2874831408263725,81.48077318151597,83.02318496704102,84.56559675256607,3.7156169957521192,0.4098223240156674,0.7450680597062009,-1.9351573102066588e-05,-0.0001764089790390333,-0.0038064720307624533,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,-0.0038026757983504744,2
2022-12-30 18:30:00+00:00,82.73999786376953,82.99500274658203,82.6500015258789,82.79000091552734,5321342,0.0005438173599816576,-0.03131574401219217,-1.0,-1.8369701987210297e-16,-0.433883739117558,46.0642833334055,-0.261591694504844,0.02071315705722282,-0.2823048515620668,81.45745140547051,82.99368515014649,84.52991889482247,3.702049720763052,0.43370662657130127,0.716491856920267,-1.9351573102066588e-05,-0.0001764089790390333,-0.00043065537965314427,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,0.0002564601742534034,2
2022-12-30 19:30:00+00:00,82.79090118408203,83.19000244140625,82.62000274658203,82.94999694824219,6393159,0.001932552614392291,0.20141855193671065,-0.9659258262890684,0.2588190451025203,-0.433883739117558,47.75754674158789,-0.25906598807121384,0.018591090792682397,-0.27765707886389623,81.45257191369582,82.98868484497072,84.52479777624562,3.7019816235056084,0.48740720947631644,0.7060281310562635,-1.9351573102066588e-05,-0.0001764089790390333,0.003087019796296886,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,0.003743415100113001,2
2022-12-30 20:30:00+00:00,82.94999694824219,84.05000305175781,82.91999816894531,84.0,9481435,0.01265826510413226,0.4830594702869113,-0.8660254037844386,0.5000000000000001,-0.433883739117558,57.24413045647557,-0.17037391208617692,0.0858265334221755,-0.2562004455083524,81.45109032691988,83.04868469238282,84.64627905784576,3.8473682548508066,0.7977336826490102,0.7363121847531375,-1.9351573102066588e-05,-0.0001764089790390333,0.005720280416961376,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,0.0070029901959265395,2
2023-01-03 14:30:00+00:00,85.45999908447266,86.95999908447266,84.4800033569336,84.87039947509766,18912072,0.010361898513067347,0.9946423721725668,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,63.20828697601711,-0.029510658960916203,0.18135182923794899,-0.2108624881988652,81.42850434091685,83.17770462036134,84.92690489980583,4.205935442503908,0.9838482118450946,0.8951469633045318,-1.9351573102066588e-05,-0.0001764089790390333,-0.004341358540480567,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,-0.006890850598320952,0
2023-01-03 15:30:00+00:00,84.87999725341797,85.5,84.56189727783203,85.0083999633789,7146381,0.0016260143599504673,-0.622125962718416,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,64.06419549104956,0.09219717840993269,0.24244773328703834,-0.15025055487710565,81.5187029124751,83.3348747253418,85.1510465382085,4.358731728709033,0.960728777470552,0.8982152317947772,-1.9351573102066588e-05,-0.0001764089790390333,-0.0019983084015735564,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,-0.0021657784829931526,0
2023-01-03 16:30:00+00:00,85.00050354003906,85.0199966430664,84.20999908447266,84.41000366210938,4802151,-0.007039260843955564,-0.3280303694975121,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,57.78654636556872,0.1387663240731456,0.231213503160201,-0.09244717908705541,81.59769998265757,83.43019981384279,85.26269964502801,4.392893305479457,0.7673407744962439,0.8919139694232753,-1.9351573102066588e-05,-0.0001764089790390333,-0.0029799496456847097,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,-0.004033674013691146,2
2023-01-03 17:30:00+00:00,84.41500091552734,84.96499633789062,84.20500183105469,84.91999816894531,4072132,0.0060418728196889315,-0.15201916807697213,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,61.2698558043898,0.2143540618295674,0.24544099273329825,-0.031086930903730846,81.7144897711062,83.56619987487794,85.41790997864967,4.431720256621138,0.8655535203134203,0.8824911506670369,-1.9351573102066588e-05,-0.0001764089790390333,0.0015457056529764035,-0.0037524564748724343,3.7310001850128174,-0.00402009674570869,19.899999618530277,0.0022045078508534655,0
