Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI_14
2019-03-14,4.109023094177246,4.206065322115901,4.101329189726513,4.194152149199692,519384000,3.9034784913063043,3.7371691894531245,58.499126716653606
2019-03-15,4.21450138092041,4.257189673155192,4.148730915522096,4.152205549464269,661484000,3.9226374983787533,3.7539121341705317,62.23005995282793
2019-03-18,4.193158149719238,4.299879619691205,4.166105229411055,4.246022305412801,486992000,3.9372459053993225,3.774309215545654,61.03437563413974
2019-03-19,4.360934734344482,4.405360838823117,4.270842260344442,4.287718859214613,854972000,3.9611109018325807,3.793995690345764,66.48570330982697
2019-03-20,4.328423023223877,4.443334546066999,4.293676187292311,4.389973790220648,719148000,3.9809825420379643,3.8094567441940304,64.59969214996636
2019-03-21,4.565194129943848,4.591502421308385,4.346539683584772,4.351503583598241,824312000,4.016138970851898,3.831423459053039,71.04220192892596
2019-03-22,4.405360221862793,4.586538303290735,4.391461681192544,4.537893410944863,747644000,4.039064085483551,3.848829855918884,62.74128015764483
2019-03-25,4.313034534454346,4.4289387246488605,4.246767929605589,4.364657964050135,525212000,4.057992720603943,3.863075680732727,58.489907669053686
2019-03-26,4.389725208282471,4.5108413565047645,4.333385929072114,4.454750603699583,703508000,4.082726979255677,3.8770702028274537,60.86224467340516
2019-03-27,4.38054084777832,4.461698661810291,4.311048149956939,4.415287670072511,474372000,4.109097051620484,3.8900827074050905,60.416924520151724
2019-03-28,4.39915657043457,4.464926600394728,4.346043872347179,4.406601948387105,480264000,4.137626445293426,3.9037501478195193,61.03917915987274
2019-03-29,4.456488132476807,4.480811057864354,4.4155371329536255,4.465919354961696,456896000,4.16630471944809,3.9190749692916875,62.96986859528082
2019-04-01,4.523995399475098,4.554274434246291,4.476591239836674,4.548317848493185,483824000,4.197948849201203,3.9343218374252324,65.15921123443728
2019-04-02,4.541865348815918,4.586291458778811,4.505133616904096,4.54807046186461,440920000,4.230809152126312,3.94734263420105,65.73670210496272
2019-04-03,4.681345939636231,4.740415202391031,4.586537645056079,4.591501544121216,783504000,4.276190507411957,3.9671993350982664,69.92669633041622
2019-04-04,4.672412395477295,4.714852653652392,4.609620430393742,4.665959230502972,457376000,4.3245873808860775,3.9866195011138914,69.34180645018695
2019-04-05,4.739174842834473,4.756548492685493,4.6791133575303165,4.7155970281119926,481744000,4.374609899520874,4.003135247230531,71.2754544013008
2019-04-08,4.760023593902588,4.785090675742641,4.684573821991742,4.708648218419852,424192000,4.412644910812378,4.018922538757324,71.87207873469201
2019-04-09,4.697229862213135,4.73768473620577,4.6550376710560935,4.7265162010941,439972000,4.445827770233154,4.0444324636459354,67.33565301974342
