Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI_14
2019-03-14,60.93999862670898,61.40999984741211,59.45000076293945,60.0,1437700,64.71950054168701,61.65460006713868,44.24701313947091
2019-03-15,62.86000061035156,63.27999877929688,60.56999969482422,61.0,1968200,64.53350048065185,61.9482000732422,49.174879658219226
2019-03-18,63.09999847412109,63.77000045776367,62.08000183105469,62.84999847412109,1416900,64.21700038909911,62.2856000518799,49.772496422851084
2019-03-19,63.119998931884766,63.72999954223633,62.5,63.650001525878906,1099200,63.87350044250488,62.55920005798341,49.825443883778576
2019-03-20,61.9900016784668,63.11000061035156,61.09999847412109,62.95000076293945,1141700,63.498000526428214,62.75640007019044,46.82228515920729
2019-03-21,63.2599983215332,63.56999969482422,61.08000183105469,61.4900016784668,860500,63.24850044250488,62.946000061035164,50.4379350541006
2019-03-22,58.77000045776367,63.354000091552734,58.68999862670898,62.70000076293945,1703300,62.72950038909911,63.020000076293954,40.065978319660594
2019-03-25,55.65999984741211,59.060001373291016,55.20000076293945,58.77000045776367,2848300,62.01350021362305,63.02220008850099,34.73752363290194
2019-03-26,52.5,56.58000183105469,52.14400100708008,56.34000015258789,2760900,61.26800003051758,62.96280006408692,30.32455152338714
2019-03-27,50.869998931884766,52.44200134277344,49.48500061035156,52.34000015258789,2847200,60.362000083923334,62.83760002136231,28.325622812489623
2019-03-28,53.68000030517578,54.02000045776367,51.5,51.65999984741211,2228900,59.82800006866455,62.72639999389649,36.14065394700033
2019-03-29,55.59999847412109,56.09000015258789,53.83000183105469,54.18000030517578,2160800,59.230499839782716,62.629799957275395,40.88365605527711
2019-04-01,53.630001068115234,57.0,53.29999923706055,56.25,1327300,58.755499839782715,62.43659996032716,37.78285999895977
2019-04-02,55.52000045776367,55.86000061035156,53.36000061035156,53.59999847412109,1400200,58.3439998626709,62.29939994812012,42.30401853048257
2019-04-03,55.459999084472656,56.48899841308594,54.66999816894531,56.16999816894531,1686000,58.108999824523934,62.19899993896484,42.19917831700896
2019-04-04,57.0099983215332,57.09999847412109,55.34999847412109,56.0,1412800,57.99349975585938,62.135799942016604,45.92721348582703
2019-04-05,58.4900016784668,58.880001068115234,56.88999938964844,57.13999938964844,976200,57.97199993133546,62.084999999999994,49.290408131839015
2019-04-08,57.060001373291016,58.525001525878906,55.54499816894531,58.38999938964844,1709800,57.88799991607667,61.96620002746582,46.294290903639386
2019-04-09,55.93000030517578,57.47999954223633,55.75,56.84000015258789,1164000,57.779999923706065,61.844000015258786,44.01737029439429
2019-04-10,56.56999969482422,56.86000061035156,54.790000915527344,55.79999923706055,1551200,57.60099983215333,61.760200042724605,45.64787613995621
2019-04-11,55.150001525878906,56.900001525878906,54.970001220703125,56.79999923706055,982800,57.31149997711182,61.621800079345704,42.67782292802777
2019-04-12,53.45000076293945,55.95000076293945,53.18000030517578,55.61000061035156,1541500,56.84099998474121,61.40680015563964,39.37482496500605
2019-04-15,54.02999877929688,54.790000915527344,53.459999084472656,53.79999923706055,865400,56.387499999999996,61.22340011596679,41.05109456720913
2019-04-16,52.54999923706055,54.60699844360352,52.334999084472656,54.34999847412109,1652100,55.859000015258786,60.98600013732909,38.152213735143086
2019-04-17,49.86000061035156,53.58200073242188,49.0,53.5,4241300,55.25249996185302,60.70680015563964,33.51909841220703
2019-04-18,51.59999847412109,51.77000045776367,48.56999969482422,50.220001220703125,2161900,54.66949996948242,60.45880012512207,38.704289782738414
2019-04-22,54.959999084472656,55.0,51.709999084472656,51.709999084472656,2158600,54.47899990081787,60.31300010681152,47.2587673089973
2019-04-23,54.36000061035156,55.83000183105469,54.060001373291016,55.0,2146100,54.413999938964835,60.1484001159668,46.02356211210696
2019-04-24,54.459999084472656,55.09999847412109,53.630001068115234,54.36000061035156,1253900,54.511999893188474,59.96620010375976,46.275594439724586
2019-04-25,55.02999877929688,55.900001525878906,53.82500076293945,54.400001525878906,887400,54.719999885559076,59.75140014648437,47.77257639643097
2019-04-26,57.75,57.869998931884766,54.04999923706055,55.20000076293945,1722000,54.92349987030029,59.5734001159668,54.314460737578415
2019-04-29,59.18999862670898,59.64400100708008,57.0,57.84000015258789,2870800,55.10299987792968,59.42560005187988,57.35957403674744
2019-04-30,56.880001068115234,59.18000030517578,56.290000915527344,59.16999816894531,2103500,55.26549987792969,59.17460006713867,51.436706992269336
2019-05-01,58.0,64.0,56.67499923706055,60.0,3464000,55.38949985504151,58.93480010986328,53.921092628916504
2019-05-02,58.0,58.685001373291016,56.220001220703125,58.0,1553100,55.51649990081787,58.70480010986327,53.92109262891651
2019-05-03,60.93000030517578,60.9900016784668,57.53499984741211,57.75,1731600,55.7125,58.55840011596679,60.112225337385624
