Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI_14,google_trend_score,Target
2020-11-24,282.1000061035156,283.3900146484375,267.489990234375,275.1000061035156,1730600,255.89750061035156,249.7338000488282,58.07987684352317,25,1
2020-11-25,303.0199890136719,309.7699890136719,277.29998779296875,277.7799987792969,2912100,257.4264999389648,250.71559997558597,65.04912095281023,25,1
2020-11-27,328.7900085449219,334.6199951171875,309.7300109863281,310.0,3293800,260.57200012207034,252.74060028076173,71.36457840966669,25,0
2020-11-30,325.8399963378906,342.0,312.1300048828125,338.3800048828125,3550400,264.3629997253418,254.4574002075196,69.8094905595232,33,0
2020-12-01,305.6400146484375,326.0,302.2799987792969,321.6300048828125,2651800,267.0335006713867,255.99320037841804,60.14491117605112,33,0
2020-12-02,292.69000244140625,306.739990234375,288.0,293.7900085449219,3575300,268.5615005493164,257.143800354004,54.8977222655716,33,1
2020-12-03,339.8900146484375,343.0,289.0,290.5400085449219,11102600,272.3605010986328,259.5938006591797,66.40275966564779,33,1
2020-12-04,387.7000122070313,395.7999877929688,334.0,335.3999938964844,18611700,278.5850021362305,262.8130007934571,73.71642771767432,33,1
2020-12-07,388.9599914550781,404.4299926757813,371.0,393.5,8134900,284.7830017089844,266.0122006225586,73.87781543786016,33,1
2020-12-08,390.0,429.0,386.25,388.7999877929688,11511700,292.29100189208987,268.80400054931647,74.01961986679386,33,0
2020-12-09,371.260009765625,406.989990234375,361.0119934082031,393.3999938964844,8980200,299.070002746582,271.0466006469727,66.96541596821902,33,1
2020-12-10,373.2799987792969,390.0700073242188,360.6099853515625,362.0,4906300,305.696002960205,273.49220062255864,67.32687259801506,33,0
2020-12-11,353.9599914550781,369.1000061035156,347.260009765625,360.3999938964844,6362600,311.6250022888184,275.7022003173829,60.50756908573901,33,0
2020-12-14,329.1499938964844,357.9800109863281,327.1600036621094,352.489990234375,6977100,316.3425018310547,277.74320007324224,53.07339740555874,79,0
2020-12-15,328.6099853515625,329.0,303.5400085449219,308.9800109863281,20379200,320.68050079345704,279.5153997802735,52.92098882264733,79,1
2020-12-16,329.9700012207031,338.8900146484375,320.0899963378906,328.42999267578125,6427700,324.7775009155273,281.2127996826173,53.28483552687771,79,0
2020-12-17,325.5400085449219,337.1000061035156,323.4930114746094,333.82000732421875,3717100,328.02750091552736,282.8035998535157,51.878395038444566,79,1
2020-12-18,334.25,346.8800048828125,324.8800048828125,332.7699890136719,8116000,331.5400009155273,284.6847998046876,54.42545670713364,79,1
2020-12-21,349.8500061035156,350.0,329.0,329.0,5879500,335.7325012207031,286.9217999267579,58.64723685290612,45,0
2020-12-22,341.1600036621094,359.54998779296875,338.010009765625,349.8900146484375,4685200,339.08300170898434,288.86559997558595,55.55969431906685,45,0
2020-12-23,331.6499938964844,343.3999938964844,328.260009765625,341.1600036621094,2745800,341.5605010986328,290.5063998413086,52.31384902462839,45,0
2020-12-24,323.0400085449219,338.0,321.29998779296875,334.1000061035156,2191200,342.5615020751953,292.1036001586914,49.49460932515876,45,0
2020-12-28,302.8099975585937,327.7900085449219,302.6700134277344,324.8699951171875,4756600,341.2625015258789,293.3398001098633,43.55531465664854,48,1
2020-12-29,304.04998779296875,314.4100036621094,298.1300048828125,305.25,4827400,340.1730010986328,294.5703997802735,43.99890321370414,48,0
2020-12-30,300.9200134277344,307.3500061035156,297.75,304.0,2631200,339.93700103759767,295.6532000732422,43.078610125830274,48,0
2020-12-31,281.3999938964844,301.5610046386719,280.7300109863281,299.70001220703125,5313800,339.37250061035155,296.24579986572274,37.77241504007562,48,0
2021-01-04,278.239990234375,290.79998779296875,274.44000244140625,285.4100036621094,3948500,336.2899993896484,296.3983999633789,36.97834104238132,32,1
2021-01-05,283.8299865722656,293.489990234375,279.29998779296875,280.6199951171875,5202600,331.0964981079102,296.13319976806645,39.40512296610248,32,0
2021-01-06,268.0199890136719,283.6390075683594,266.4100036621094,279.989990234375,5736800,325.0494979858399,296.1925997924805,35.268611391780155,32,1
2021-01-07,304.20001220703125,304.8999938964844,267.70001220703125,272.5899963378906,16546600,320.7594985961914,297.2488000488281,48.57298897319912,32,0
2021-01-08,300.1000061035156,325.7200012207031,298.0,315.0,9106800,317.2014984130859,297.915400390625,47.38444359050821,32,0
2021-01-11,293.19000244140625,312.1700134277344,287.989990234375,295.0,4524700,313.1969985961914,298.330400390625,45.369497784419615,32,1
2021-01-12,293.3500061035156,299.6600036621094,286.2059936523437,298.0,3252600,310.16649932861327,298.879800415039,45.427365832070166,32,1
2021-01-13,296.54998779296875,306.8599853515625,294.1499938964844,295.0,2867900,308.5364990234376,299.8104000854492,46.64462777801776,32,1
2021-01-14,303.760009765625,313.4800109863281,300.010009765625,305.0,4585800,307.29400024414065,300.8410003662109,49.384117765056246,32,0
2021-01-15,291.29998779296875,308.6700134277344,290.6499938964844,306.82000732421875,3209900,305.3604995727539,301.424400024414,45.07675806357008,32,0
2021-01-19,286.2099914550781,295.0,284.0400085449219,293.75,3143600,303.39399871826174,301.8703997802734,43.411018276962494,26,0
2021-01-20,281.8800048828125,289.1000061035156,280.8800048828125,289.0,2259900,300.7754989624023,302.2438000488281,41.98951106971204,26,1
2021-01-21,286.32000732421875,289.5799865722656,282.6000061035156,288.0,1894000,297.59899902343744,302.6702001953125,44.01397511698168,26,0
2021-01-22,285.67999267578125,287.4800109863281,279.0,284.2900085449219,2053600,294.82499847412106,303.58700012207026,43.77681639239832,26,1
2021-01-25,287.25,296.8099975585937,276.0,292.45001220703125,3750900,292.6049987792969,304.61840026855475,44.565898100549575,52,0
2021-01-26,280.9800109863281,289.239990234375,280.9800109863281,286.6400146484375,1951500,290.50199890136724,305.4228005981446,42.028986994542976,52,0
2021-01-27,266.20001220703125,285.75,264.0,277.0,4387700,288.6714996337891,306.03920074462894,36.72228622340321,52,1
2021-01-28,273.1300048828125,283.0,268.4230041503906,277.0199890136719,2435200,287.12550048828126,306.80580078125007,40.51480408044729,52,0
2021-01-29,272.45001220703125,277.77801513671875,267.5,271.0,2177000,285.7020004272461,307.4178009033204,40.25982480774163,52,1
2021-02-01,282.0,283.20001220703125,273.3800048828125,275.1000061035156,2226900,285.7320007324219,308.09720092773443,45.452042506336575,87,1
2021-02-02,300.7099914550781,310.6600036621094,286.5,289.7099914550781,7223900,286.8555007934571,308.9006005859376,53.90478604710591,87,1
2021-02-03,304.6400146484375,318.8800048828125,300.5400085449219,309.0400085449219,4629200,287.8960021972656,309.7134008789063,55.46584263408965,87,0
2021-02-04,303.6099853515625,310.8800048828125,299.0299987792969,309.79998779296875,2188900,289.67550201416014,310.4656005859376,54.9406773998265,87,1
2021-02-05,306.04998779296875,307.07000732421875,299.6400146484375,306.07000732421875,1757800,289.768000793457,311.1036004638673,56.00338786121445,87,0
2021-02-08,304.5,317.8949890136719,302.0299987792969,308.7099914550781,2386300,289.98800048828133,311.5516003417969,55.11415369526467,58,1
2021-02-09,314.2900085449219,323.2300109863281,302.2749938964844,304.5,4355400,291.04300079345705,311.7770007324219,59.48946806589013,58,0
2021-02-10,305.9100036621094,327.4100036621094,300.0,324.79998779296875,3425300,291.6710006713867,311.31940063476566,54.5847188458276,58,0
2021-02-11,298.7300109863281,312.29998779296875,296.3800048828125,305.25,2344600,291.7800018310546,310.77720092773444,50.72576371886649,58,1
2021-02-12,299.4700012207031,303.3450012207031,292.3399963378906,299.0,1518600,291.5655014038086,310.6538006591797,51.10939212583875,58,0
2021-02-16,294.54998779296875,304.9880065917969,290.1600036621094,304.70001220703125,1986300,291.7280014038086,310.6910003662109,48.41067727918074,100,0
2021-02-17,288.7799987792969,292.82000732421875,283.2650146484375,289.0,1710300,291.8565017700195,309.6688000488281,45.38408938862337,100,1
2021-02-18,289.7799987792969,296.95001220703125,281.30499267578125,285.0,2258000,292.2515014648438,307.7103997802734,46.01403448781372,100,1
2021-02-19,290.0,298.0,287.5899963378906,292.489990234375,2305400,292.43550109863287,305.73119995117185,46.16116033879847,100,0
2021-02-22,269.6499938964844,287.7699890136719,268.0,287.4599914550781,3820100,291.634001159668,303.3241998291016,36.30516184070305,32,0
2021-02-23,269.0799865722656,271.0,242.97999572753903,260.3999938964844,4018300,290.7255004882813,301.2805993652344,36.07283214254847,32,1
